student_id,target_credits,completed_credits,failure_prob
S_5002,11,97,0.048
S_5003,17,92,0.0152
S_5004,20,60,0.0433
S_5005,20,102,0.0437
S_5006,18,90,0.0414
S_5007,14,93,0.0288
S_5008,13,114,0.0596
S_5009,9,31,0.0041
S_5010,21,32,0.0283
S_5011,16,106,0.0124
S_5012,13,92,0.0513
S_5013,18,111,0.0174
S_5014,12,7,0.0151
S_5015,16,75,0.0637
S_5016,14,17,0.0541
S_5017,16,60,0.0335
S_5018,14,18,0.114
S_5019,10,15,0.031
S_5020,15,1,0.0082
S_5021,18,75,0.0098
S_5022,14,43,0.0087
S_5023,17,12,0.0256
S_5024,11,38,0.0297
S_5025,14,20,0.0597
S_5026,13,113,0.0446
S_5027,17,38,0.0959
S_5028,15,40,0.0099
S_5029,17,100,0.0276
S_5030,18,77,0.005
S_5031,17,85,0.0166
S_5032,15,76,0.0175
S_5033,12,113,0.0622
S_5034,14,24,0.0507
S_5035,13,118,0.0222
S_5036,13,99,0.0424
S_5037,13,70,0.0385
S_5038,12,79,0.0453
S_5039,9,77,0.0779
S_5040,12,7,0.0453
S_5041,15,26,0.05
S_5042,10,115,0.0158
S_5043,15,64,0.0182
S_5044,20,45,0.0441
S_5045,18,91,0.0498
S_5046,19,62,0.0718
S_5047,16,1,0.0239
S_5048,18,88,0.0651
S_5049,12,87,0.0609
S_5050,13,19,0.0543
S_5051,6,114,0.1266
S_5052,18,26,0.0125
S_5053,19,54,0.0268
S_5054,13,13,0.0201
S_5055,14,72,0.0423
S_5056,12,45,0.0263
S_5057,16,42,0.0441
S_5058,18,99,0.0119
S_5059,9,1,0.1806
S_5060,16,95,0.112
S_5061,14,68,0.0209
S_5062,15,118,0.0532
S_5063,16,70,0.0457
S_5064,14,6,0.0307
S_5065,14,6,0.0421
S_5066,14,105,0.0064
S_5067,17,100,0.0089
S_5068,16,41,0.0502
S_5069,15,74,0.0056
S_5070,11,58,0.0317
S_5071,13,116,0.0157
S_5072,17,113,0.0449
S_5073,15,118,0.0292
S_5074,16,103,0.1115
S_5075,20,109,0.0503
S_5076,18,26,0.0583
S_5077,15,99,0.0136
S_5078,13,85,0.0554
S_5079,7,115,0.0421
S_5080,14,68,0.0223
S_5081,14,10,0.0613
S_5082,16,71,0.073
S_5083,14,82,0.0469
S_5084,14,26,0.0378
S_5085,9,47,0.0396
S_5086,12,71,0.0582
S_5087,16,44,0.0613
S_5088,20,44,0.0634
S_5089,14,15,0.0448
S_5090,15,112,0.0551
S_5091,17,90,0.0316
S_5092,12,0,0.0615
S_5093,16,91,0.0274
S_5094,12,88,0.0193
S_5095,17,1,0.1348
S_5096,15,44,0.0937
S_5097,15,72,0.0836
S_5098,12,54,0.0482
S_5099,17,93,0.0368
S_5100,21,51,0.1009
S_5101,11,18,0.0232
S_5102,13,117,0.101
S_5103,15,29,0.0164
S_5104,17,86,0.04
S_5105,13,17,0.0336
S_5106,6,39,0.1103
S_5107,19,53,0.0475
S_5108,17,23,0.0179
S_5109,9,53,0.0108
S_5110,13,18,0.0092
S_5111,19,67,0.0874
S_5112,19,79,0.0997
S_5113,17,7,0.0648
S_5114,14,104,0.0167
S_5115,15,22,0.0572
S_5116,14,27,0.0445
S_5117,18,79,0.0272
S_5118,12,56,0.0565
S_5119,12,59,0.0133
S_5120,18,15,0.0756
S_5121,14,96,0.0642
S_5122,19,74,0.052
S_5123,12,16,0.0293
S_5124,14,44,0.0115
S_5125,12,97,0.0569
S_5126,15,68,0.0255
S_5127,10,13,0.0706
S_5128,13,44,0.0128
S_5129,10,29,0.1209
S_5130,17,62,0.0065
S_5131,17,101,0.0412
S_5132,9,52,0.0222
S_5133,19,52,0.014
S_5134,21,108,0.0447
S_5135,15,69,0.0348
S_5136,13,67,0.1493
S_5137,21,31,0.0329
S_5138,11,72,0.0657
S_5139,15,69,0.0337
S_5140,15,47,0.0474
S_5141,19,118,0.0426
S_5142,16,105,0.0103
S_5143,13,89,0.0648
S_5144,12,64,0.0695
S_5145,13,55,0.0536
S_5146,11,22,0.1533
S_5147,15,36,0.0449
S_5148,13,92,0.0297
S_5149,10,54,0.0366
S_5150,18,105,0.0267
S_5151,13,17,0.0482
S_5152,11,61,0.0655
S_5153,14,77,0.0541
S_5154,15,62,0.0082
S_5155,9,106,0.1024
S_5156,15,118,0.02
S_5157,11,13,0.0593
S_5158,20,15,0.0392
S_5159,16,15,0.0074
S_5160,13,81,0.0108
S_5161,12,44,0.15
S_5162,14,87,0.0373
S_5163,16,48,0.0548
S_5164,14,75,0.0588
S_5165,14,92,0.0358
S_5166,15,65,0.0167
S_5167,13,64,0.195
S_5168,13,10,0.0519
S_5169,8,49,0.0713
S_5170,17,65,0.027
S_5171,15,55,0.0562
S_5172,12,108,0.0051
S_5173,20,108,0.0087
S_5174,15,98,0.0394
S_5175,11,45,0.0211
S_5176,17,86,0.0299
S_5177,16,47,0.0318
S_5178,16,27,0.0271
S_5179,13,41,0.0137
S_5180,16,8,0.1295
S_5181,14,39,0.0478
S_5182,16,55,0.0254
S_5183,9,114,0.0206
S_5184,13,37,0.0616
S_5185,20,108,0.1405
S_5186,12,27,0.06
S_5187,13,22,0.0999
S_5188,13,62,0.0633
S_5189,11,80,0.0312
S_5190,8,5,0.0037
S_5191,14,26,0.0382
S_5192,15,54,0.0413
S_5193,14,39,0.0156
S_5194,14,85,0.0488
S_5195,15,61,0.0197
S_5196,18,19,0.0361
S_5197,14,107,0.0307
S_5198,13,35,0.0371
S_5199,14,87,0.0205
S_5200,16,93,0.1078
S_5201,19,115,0.0394
S_5202,13,59,0.0119
S_5203,15,73,0.0281
S_5204,16,40,0.0242
S_5205,12,81,0.0552
S_5206,15,55,0.0661
S_5207,10,52,0.0228
S_5208,9,102,0.1185
S_5209,16,6,0.0547
S_5210,13,105,0.0359
S_5211,15,102,0.038
S_5212,14,60,0.0271
S_5213,12,58,0.0298
S_5214,14,43,0.0202
S_5215,11,119,0.0297
S_5216,19,13,0.0236
S_5217,10,70,0.0319
S_5218,14,81,0.0377
S_5219,11,112,0.0204
S_5220,16,93,0.1022
S_5221,14,77,0.0574
S_5222,13,14,0.0456
S_5223,17,44,0.0621
S_5224,15,16,0.0799
S_5225,16,105,0.0492
S_5226,12,89,0.0778
S_5227,10,90,0.0104
S_5228,15,78,0.0322
S_5229,14,60,0.065
S_5230,16,17,0.0729
S_5231,14,39,0.0549
S_5232,15,16,0.0312
S_5233,10,86,0.0134
S_5234,20,19,0.0557
S_5235,14,84,0.0209
S_5236,17,83,0.053
S_5237,12,55,0.0184
S_5238,15,16,0.0137
S_5239,11,37,0.0727
S_5240,16,38,0.0474
S_5241,13,84,0.0364
S_5242,15,13,0.0231
S_5243,17,99,0.0962
S_5244,11,91,0.0469
S_5245,12,22,0.0385
S_5246,16,86,0.0696
S_5247,21,80,0.032
S_5248,14,89,0.1684
S_5249,16,22,0.0415
S_5250,14,18,0.0768
S_5251,20,28,0.1041
S_5252,9,43,0.0515
S_5253,15,95,0.008
S_5254,10,88,0.0165
S_5255,7,111,0.0409
S_5256,15,7,0.0473
S_5257,15,1,0.0217
S_5258,14,83,0.0732
S_5259,14,33,0.0413
S_5260,21,40,0.0264
S_5261,14,65,0.1385
S_5262,16,12,0.0293
S_5263,13,77,0.0488
S_5264,15,39,0.0197
S_5265,14,75,0.0283
S_5266,13,100,0.0323
S_5267,20,20,0.0531
S_5268,18,111,0.0279
S_5269,15,63,0.0255
S_5270,8,110,0.0706
S_5271,13,24,0.0174
S_5272,21,72,0.0327
S_5273,14,48,0.0653
S_5274,18,92,0.1392
S_5275,19,72,0.0657
S_5276,15,59,0.0371
S_5277,12,109,0.0722
S_5278,7,45,0.0654
S_5279,17,26,0.0808
S_5280,12,72,0.0469
S_5281,15,74,0.0147
S_5282,11,52,0.0506
S_5283,14,58,0.1166
S_5284,15,115,0.0513
S_5285,15,87,0.0474
S_5286,11,13,0.0752
S_5287,18,25,0.0101
S_5288,13,117,0.0278
S_5289,9,87,0.0511
S_5290,14,109,0.0705
S_5291,15,36,0.0225
S_5292,15,89,0.0164
S_5293,19,85,0.0676
S_5294,14,35,0.028
S_5295,14,66,0.0573
S_5296,11,75,0.0324
S_5297,17,57,0.0486
S_5298,15,99,0.0413
S_5299,13,99,0.0672
S_5300,9,102,0.0124
S_5301,19,96,0.0281
S_5302,11,58,0.0483
S_5303,13,45,0.0139
S_5304,16,99,0.0979
S_5305,11,58,0.0631
S_5306,10,29,0.072
S_5307,8,60,0.0192
S_5308,17,17,0.114
S_5309,13,82,0.0281
S_5310,21,40,0.008
S_5311,12,31,0.0306
S_5312,12,114,0.1029
S_5313,13,93,0.0531
S_5314,15,94,0.0519
S_5315,13,74,0.045
S_5316,16,100,0.0503
S_5317,12,91,0.0663
S_5318,10,71,0.045
S_5319,9,115,0.0907
S_5320,8,22,0.0459
S_5321,13,113,0.0409
S_5322,14,48,0.0584
S_5323,13,63,0.0156
S_5324,18,14,0.0277
S_5325,18,64,0.036
S_5326,13,73,0.045
S_5327,9,119,0.0622
S_5328,13,117,0.0723
S_5329,13,115,0.0268
S_5330,13,41,0.0766
S_5331,12,118,0.0627
S_5332,13,54,0.0992
S_5333,13,102,0.0166
S_5334,13,25,0.0952
S_5335,15,60,0.033
S_5336,16,115,0.0195
S_5337,12,113,0.0699
S_5338,18,82,0.0595
S_5339,12,95,0.0581
S_5340,10,21,0.0247
S_5341,16,86,0.019
S_5342,12,74,0.0351
S_5343,15,10,0.0145
S_5344,7,13,0.0271
S_5345,19,13,0.0487
S_5346,17,86,0.0432
S_5347,10,17,0.0437
S_5348,10,56,0.0258
S_5349,20,42,0.0252
S_5350,12,66,0.0372
S_5351,12,84,0.0275
S_5352,8,82,0.0489
S_5353,13,61,0.0852
S_5354,14,55,0.0095
S_5355,17,47,0.1031
S_5356,10,103,0.0277
S_5357,10,39,0.0087
S_5358,16,31,0.04
S_5359,18,89,0.0471
S_5360,10,43,0.0145
S_5361,18,101,0.005
S_5362,15,39,0.0168
S_5363,18,84,0.0167
S_5364,14,5,0.022
S_5365,7,46,0.1104
S_5366,14,41,0.0922
S_5367,18,98,0.0525
S_5368,12,116,0.0347
S_5369,13,55,0.0416
S_5370,14,98,0.0704
S_5371,6,83,0.1144
S_5372,20,116,0.0375
S_5373,12,97,0.0307
S_5374,16,9,0.0474
S_5375,14,85,0.072
S_5376,18,64,0.0177
S_5377,16,1,0.0328
S_5378,14,30,0.0347
S_5379,12,110,0.0707
S_5380,17,111,0.0634
S_5381,9,95,0.0805
S_5382,16,117,0.0572
S_5383,11,96,0.0139
S_5384,18,1,0.0461
S_5385,15,34,0.109
S_5386,16,3,0.0185
S_5387,15,11,0.0292
S_5388,9,26,0.1204
S_5389,12,60,0.029
S_5390,17,101,0.0871
S_5391,15,103,0.0363
S_5392,18,73,0.0646
S_5393,16,111,0.0401
S_5394,12,60,0.0467
S_5395,12,106,0.0211
S_5396,15,54,0.0292
S_5397,8,33,0.0278
S_5398,20,109,0.0307
S_5399,16,46,0.0354
S_5400,18,60,0.0329
S_5401,10,39,0.0507
S_5402,18,79,0.0062
S_5403,21,119,0.0758
S_5404,11,3,0.0992
S_5405,17,107,0.0458
S_5406,15,0,0.0581
S_5407,10,43,0.0986
S_5408,16,20,0.1083
S_5409,17,90,0.0737
S_5410,13,6,0.0555
S_5411,18,66,0.0323
S_5412,9,35,0.1069
S_5413,10,16,0.0118
S_5414,15,92,0.0371
S_5415,15,26,0.0269
S_5416,12,26,0.0401
S_5417,17,33,0.0309
S_5418,16,70,0.1238
S_5419,17,79,0.0613
S_5420,14,2,0.1267
S_5421,16,29,0.0293
S_5422,13,51,0.0249
S_5423,21,39,0.017
S_5424,12,106,0.0269
S_5425,21,94,0.0525
S_5426,15,75,0.0234
S_5427,10,40,0.0049
S_5428,19,84,0.0136
S_5429,15,101,0.082
S_5430,17,71,0.0576
S_5431,18,94,0.0344
S_5432,16,89,0.0432
S_5433,13,68,0.0237
S_5434,17,37,0.0133
S_5435,15,89,0.1397
S_5436,17,24,0.0429
S_5437,8,93,0.0496
S_5438,16,96,0.2016
S_5439,13,98,0.085
S_5440,19,56,0.0064
S_5441,16,23,0.0281
S_5442,15,11,0.0496
S_5443,16,89,0.0265
S_5444,12,106,0.0285
S_5445,19,78,0.0088
S_5446,20,17,0.0318
S_5447,16,112,0.0138
S_5448,19,118,0.0046
S_5449,13,52,0.0057
S_5450,12,71,0.0198
S_5451,15,93,0.0348
S_5452,16,88,0.0439
S_5453,13,116,0.0087
S_5454,16,13,0.0783
S_5455,15,69,0.042
S_5456,12,83,0.0153
S_5457,16,106,0.0931
S_5458,17,104,0.0617
S_5459,15,117,0.0305
S_5460,18,61,0.0304
S_5461,11,99,0.0315
S_5462,16,51,0.0819
S_5463,11,50,0.0374
S_5464,11,30,0.054
S_5465,13,98,0.0519
S_5466,12,118,0.056
S_5467,13,30,0.0836
S_5468,14,6,0.0164
S_5469,17,97,0.0186
S_5470,14,74,0.0319
S_5471,10,115,0.0182
S_5472,18,30,0.0331
S_5473,12,8,0.1574
S_5474,14,59,0.1061
S_5475,16,10,0.0732
S_5476,15,31,0.0305
S_5477,18,15,0.0231
S_5478,16,26,0.0415
S_5479,12,12,0.0657
S_5480,21,114,0.0594
S_5481,15,33,0.0282
S_5482,14,53,0.02
S_5483,17,107,0.0523
S_5484,15,81,0.0398
S_5485,16,74,0.0639
S_5486,21,84,0.0866
S_5487,14,99,0.0175
S_5488,14,105,0.0335
S_5489,15,77,0.0372
S_5490,18,106,0.0817
S_5491,10,64,0.0319
S_5492,9,33,0.0256
S_5493,13,105,0.058
S_5494,10,64,0.0408
S_5495,13,108,0.0922
S_5496,16,4,0.0761
S_5497,12,47,0.0381
S_5498,10,113,0.0249
S_5499,15,29,0.0716
S_5500,17,112,0.0212
S_5501,9,114,0.0998
S_5502,17,105,0.0456
S_5503,17,67,0.0948
S_5504,17,77,0.0403
S_5505,18,104,0.0294
S_5506,21,93,0.0594
S_5507,13,75,0.0802
S_5508,15,117,0.0805
S_5509,13,82,0.05
S_5510,15,117,0.0331
S_5511,19,6,0.0313
S_5512,10,16,0.0625
S_5513,12,54,0.0868
S_5514,19,46,0.0996
S_5515,18,93,0.0391
S_5516,13,19,0.0592
S_5517,17,117,0.0108
S_5518,16,37,0.0584
S_5519,19,51,0.0432
S_5520,15,32,0.0443
S_5521,18,69,0.0527
S_5522,21,7,0.1058
S_5523,16,17,0.0304
S_5524,15,89,0.0478
S_5525,17,22,0.018
S_5526,13,28,0.0125
S_5527,21,95,0.0178
S_5528,15,11,0.0089
S_5529,14,52,0.0189
S_5530,12,2,0.0171
S_5531,18,41,0.019
S_5532,17,83,0.0217
S_5533,13,10,0.0954
S_5534,16,106,0.0092
S_5535,10,109,0.0125
S_5536,15,12,0.0785
S_5537,16,118,0.0322
S_5538,20,35,0.0192
S_5539,12,10,0.0663
S_5540,11,0,0.1141
S_5541,12,49,0.0179
S_5542,10,75,0.0399
S_5543,19,39,0.0142
S_5544,19,100,0.0131
S_5545,15,85,0.035
S_5546,18,42,0.0799
S_5547,15,88,0.2068
S_5548,14,112,0.0135
S_5549,14,11,0.0104
S_5550,14,36,0.0105
S_5551,10,55,0.1281
S_5552,15,59,0.0497
S_5553,14,65,0.0283
S_5554,17,36,0.0663
S_5555,15,80,0.0175
S_5556,14,77,0.0801
S_5557,12,69,0.0976
S_5558,15,13,0.0176
S_5559,17,57,0.1074
S_5560,11,42,0.0065
S_5561,15,58,0.0922
S_5562,15,110,0.078
S_5563,12,57,0.1082
S_5564,13,1,0.0346
S_5565,15,52,0.0697
S_5566,11,98,0.12
S_5567,16,93,0.083
S_5568,12,61,0.0517
S_5569,18,29,0.0048
S_5570,21,55,0.0223
S_5571,12,67,0.0561
S_5572,16,119,0.1282
S_5573,12,77,0.0447
S_5574,18,83,0.0844
S_5575,11,58,0.025
S_5576,16,42,0.019
S_5577,12,97,0.0184
S_5578,14,59,0.0554
S_5579,11,119,0.0732
S_5580,17,54,0.0511
S_5581,12,8,0.0444
S_5582,16,81,0.0921
S_5583,13,5,0.0729
S_5584,14,30,0.1152
S_5585,15,42,0.0313
S_5586,12,88,0.0672
S_5587,15,59,0.0398
S_5588,19,3,0.0494
S_5589,12,74,0.07
S_5590,18,49,0.0575
S_5591,19,110,0.0924
S_5592,12,59,0.0283
S_5593,10,85,0.082
S_5594,15,26,0.1238
S_5595,13,91,0.0173
S_5596,20,86,0.0344
S_5597,15,108,0.0548
S_5598,12,4,0.023
S_5599,11,53,0.1226
S_5600,18,81,0.0254
S_5601,13,11,0.0253
S_5602,15,49,0.0626
S_5603,17,113,0.0085
S_5604,13,52,0.038
S_5605,14,118,0.0586
S_5606,14,6,0.0563
S_5607,17,86,0.0157
S_5608,16,69,0.0175
S_5609,14,60,0.0798
S_5610,15,116,0.0289
S_5611,13,15,0.048
S_5612,10,107,0.0288
S_5613,15,82,0.0683
S_5614,20,31,0.0464
S_5615,12,108,0.0841
S_5616,12,51,0.1176
S_5617,12,97,0.0674
S_5618,17,46,0.1153
S_5619,16,102,0.0718
S_5620,14,76,0.0149
S_5621,12,16,0.0097
S_5622,15,77,0.0306
S_5623,10,22,0.0513
S_5624,15,49,0.0553
S_5625,17,20,0.0424
S_5626,11,2,0.0292
S_5627,10,25,0.035
S_5628,19,64,0.0592
S_5629,13,57,0.0413
S_5630,18,60,0.0538
S_5631,14,29,0.0344
S_5632,14,82,0.0774
S_5633,16,84,0.0064
S_5634,12,42,0.0308
S_5635,15,105,0.0542
S_5636,13,77,0.0883
S_5637,11,85,0.0098
S_5638,16,33,0.0496
S_5639,14,0,0.0742
S_5640,14,103,0.05
S_5641,11,98,0.1229
S_5642,19,14,0.0298
S_5643,17,44,0.0203
S_5644,17,79,0.0125
S_5645,14,78,0.0071
S_5646,9,103,0.0279
S_5647,20,16,0.0143
S_5648,14,51,0.022
S_5649,12,11,0.0338
S_5650,16,46,0.0542
S_5651,18,1,0.0126
S_5652,14,107,0.0244
S_5653,18,63,0.0626
S_5654,18,101,0.022
S_5655,11,7,0.0667
S_5656,12,27,0.074
S_5657,17,31,0.0485
S_5658,6,46,0.1149
S_5659,14,96,0.0484
S_5660,10,46,0.1192
S_5661,13,24,0.0328
S_5662,14,7,0.0841
S_5663,13,9,0.0097
S_5664,13,91,0.0326
S_5665,11,53,0.0179
S_5666,21,87,0.039
S_5667,20,81,0.008
S_5668,11,16,0.0452
S_5669,19,17,0.06
S_5670,13,90,0.0381
S_5671,15,86,0.0162
S_5672,14,45,0.045
S_5673,13,9,0.0482
S_5674,17,1,0.0315
S_5675,15,34,0.1622
S_5676,13,1,0.0767
S_5677,11,27,0.0124
S_5678,12,50,0.0059
S_5679,10,14,0.0537
S_5680,15,12,0.0108
S_5681,11,107,0.0955
S_5682,14,70,0.1053
S_5683,19,112,0.0683
S_5684,18,41,0.1022
S_5685,14,81,0.0128
S_5686,14,24,0.0406
S_5687,20,74,0.0417
S_5688,16,15,0.015
S_5689,14,0,0.1169
S_5690,10,111,0.0342
S_5691,16,66,0.0164
S_5692,17,111,0.0504
S_5693,13,40,0.0574
S_5694,15,39,0.038
S_5695,13,48,0.0208
S_5696,14,84,0.0274
S_5697,7,67,0.0481
S_5698,14,111,0.0534
S_5699,17,3,0.009
S_5700,13,84,0.0459
S_5701,15,39,0.0417
S_5702,12,21,0.027
S_5703,16,61,0.0189
S_5704,14,60,0.0288
S_5705,12,16,0.0591
S_5706,18,24,0.0395
S_5707,17,48,0.0374
S_5708,13,49,0.0189
S_5709,16,38,0.0153
S_5710,16,17,0.0729
S_5711,16,0,0.0861
S_5712,9,116,0.0407
S_5713,18,113,0.0312
S_5714,13,58,0.0294
S_5715,13,119,0.0248
S_5716,21,80,0.1152
S_5717,15,8,0.031
S_5718,13,14,0.0322
S_5719,8,109,0.0218
S_5720,19,75,0.0458
S_5721,10,101,0.0594
S_5722,11,107,0.0307
S_5723,14,53,0.0537
S_5724,19,5,0.0244
S_5725,17,22,0.116
S_5726,14,7,0.0804
S_5727,15,22,0.0801
S_5728,13,49,0.1249
S_5729,15,14,0.048
S_5730,15,20,0.0102
S_5731,17,53,0.0866
S_5732,17,40,0.0842
S_5733,16,56,0.0907
S_5734,13,51,0.0248
S_5735,17,77,0.0172
S_5736,14,112,0.0546
S_5737,11,12,0.0533
S_5738,13,11,0.0724
S_5739,15,102,0.1082
S_5740,17,60,0.0182
S_5741,14,91,0.0466
S_5742,11,25,0.0275
S_5743,15,99,0.0679
S_5744,15,110,0.0423
S_5745,15,76,0.0213
S_5746,17,12,0.0708
S_5747,18,107,0.0313
S_5748,13,95,0.0245
S_5749,13,90,0.0318
S_5750,11,4,0.0171
S_5751,17,95,0.0301
S_5752,19,16,0.0801
S_5753,14,26,0.0309
S_5754,14,69,0.0651
S_5755,19,31,0.035
S_5756,16,79,0.0057
S_5757,16,72,0.0432
S_5758,11,12,0.022
S_5759,17,78,0.0562
S_5760,12,110,0.0227
S_5761,11,19,0.0864
S_5762,13,71,0.03
S_5763,13,41,0.0565
S_5764,14,55,0.0647
S_5765,10,34,0.0197
S_5766,17,42,0.0148
S_5767,18,3,0.0052
S_5768,9,117,0.0544
S_5769,17,74,0.0319
S_5770,12,60,0.0133
S_5771,17,46,0.056
S_5772,14,64,0.0436
S_5773,15,45,0.0064
S_5774,14,43,0.024
S_5775,18,55,0.1802
S_5776,11,33,0.0911
S_5777,16,21,0.1234
S_5778,18,66,0.0389
S_5779,17,101,0.0463
S_5780,21,18,0.0396
S_5781,13,3,0.0648
S_5782,17,29,0.038
S_5783,14,117,0.0755
S_5784,18,99,0.0603
S_5785,14,71,0.0048
S_5786,13,111,0.0469
S_5787,18,53,0.0758
S_5788,13,117,0.0521
S_5789,10,35,0.0154
S_5790,13,28,0.002
S_5791,16,76,0.071
S_5792,19,45,0.0276
S_5793,15,75,0.0328
S_5794,18,36,0.0927
S_5795,10,74,0.059
S_5796,13,33,0.0384
S_5797,14,6,0.0944
S_5798,14,109,0.0151
S_5799,15,105,0.0297
S_5800,17,116,0.13
S_5801,13,85,0.0632
S_5802,15,81,0.0988
S_5803,14,67,0.0326
S_5804,12,15,0.0055
S_5805,14,22,0.0788
S_5806,14,34,0.048
S_5807,14,106,0.0377
S_5808,15,20,0.0272
S_5809,15,110,0.1035
S_5810,13,62,0.0137
S_5811,18,85,0.0671
S_5812,11,13,0.047
S_5813,12,32,0.0342
S_5814,21,115,0.0297
S_5815,11,31,0.0275
S_5816,10,35,0.0865
S_5817,17,23,0.0303
S_5818,8,15,0.0763
S_5819,14,27,0.1354
S_5820,21,77,0.0162
S_5821,10,54,0.0512
S_5822,9,66,0.0411
S_5823,10,14,0.0378
S_5824,17,96,0.0267
S_5825,18,94,0.0662
S_5826,13,2,0.0565
S_5827,17,46,0.0475
S_5828,19,8,0.0194
S_5829,20,95,0.0512
S_5830,14,88,0.0128
S_5831,8,108,0.0063
S_5832,12,28,0.0191
S_5833,13,54,0.0083
S_5834,14,22,0.1043
S_5835,14,44,0.0426
S_5836,18,62,0.0269
S_5837,18,6,0.0323
S_5838,14,85,0.0248
S_5839,18,65,0.0072
S_5840,16,99,0.0353
S_5841,15,32,0.0431
S_5842,17,108,0.0368
S_5843,15,119,0.0673
S_5844,21,110,0.0788
S_5845,10,93,0.0787
S_5846,13,97,0.0728
S_5847,14,68,0.0216
S_5848,16,22,0.0816
S_5849,18,81,0.1084
S_5850,14,85,0.0295
S_5851,10,118,0.0622
S_5852,17,64,0.0725
S_5853,17,32,0.0476
S_5854,9,82,0.0328
S_5855,14,117,0.0664
S_5856,10,21,0.0243
S_5857,13,39,0.034
S_5858,12,65,0.027
S_5859,17,20,0.0842
S_5860,15,2,0.043
S_5861,11,40,0.0898
S_5862,17,103,0.0219
S_5863,10,5,0.0455
S_5864,15,51,0.088
S_5865,12,91,0.0875
S_5866,13,114,0.0356
S_5867,16,118,0.0824
S_5868,16,50,0.0516
S_5869,19,114,0.037
S_5870,14,4,0.1404
S_5871,15,89,0.0511
S_5872,13,77,0.0345
S_5873,15,29,0.013
S_5874,16,60,0.0399
S_5875,14,15,0.0171
S_5876,9,104,0.0733
S_5877,15,42,0.0363
S_5878,16,75,0.0321
S_5879,12,19,0.0149
S_5880,11,24,0.0107
S_5881,19,119,0.085
S_5882,16,90,0.0429
S_5883,14,115,0.0535
S_5884,11,35,0.0292
S_5885,12,19,0.0391
S_5886,18,60,0.073
S_5887,15,59,0.004
S_5888,13,20,0.1106
S_5889,16,87,0.0706
S_5890,12,43,0.0219
S_5891,19,22,0.0474
S_5892,19,39,0.0533
S_5893,13,67,0.0422
S_5894,13,87,0.0487
S_5895,7,57,0.0099
S_5896,10,63,0.1063
S_5897,10,16,0.1049
S_5898,15,109,0.1585
S_5899,14,111,0.0501
S_5900,10,82,0.0607
S_5901,14,2,0.1299
S_5902,16,64,0.0256
S_5903,16,75,0.0651
S_5904,9,119,0.0392
S_5905,14,119,0.0547
S_5906,10,102,0.059
S_5907,17,7,0.0612
S_5908,17,114,0.0898
S_5909,12,73,0.0324
S_5910,12,96,0.0652
S_5911,13,48,0.0961
S_5912,8,38,0.0409
S_5913,16,55,0.1706
S_5914,14,17,0.1248
S_5915,17,42,0.0383
S_5916,11,102,0.05
S_5917,13,4,0.0929
S_5918,10,18,0.0588
S_5919,11,15,0.0234
S_5920,11,48,0.059
S_5921,17,119,0.0352
S_5922,12,20,0.0612
S_5923,15,17,0.0632
S_5924,13,109,0.0668
S_5925,11,105,0.131
S_5926,14,3,0.0682
S_5927,16,90,0.0285
S_5928,11,78,0.0818
S_5929,17,92,0.0393
S_5930,12,59,0.0477
S_5931,13,118,0.0662
S_5932,16,5,0.0387
S_5933,13,28,0.0598
S_5934,15,47,0.0365
S_5935,14,53,0.0377
S_5936,15,110,0.0549
S_5937,7,67,0.0411
S_5938,9,5,0.0563
S_5939,16,48,0.0131
S_5940,18,49,0.0817
S_5941,12,115,0.0418
S_5942,14,71,0.0275
S_5943,15,76,0.0078
S_5944,17,85,0.0521
S_5945,8,92,0.0866
S_5946,12,76,0.0679
S_5947,14,28,0.0312
S_5948,17,104,0.0526
S_5949,21,87,0.0602
S_5950,14,89,0.1353
S_5951,10,119,0.0084
S_5952,16,96,0.0235
S_5953,18,99,0.0225
S_5954,15,114,0.0176
S_5955,12,18,0.0255
S_5956,17,59,0.0256
S_5957,16,69,0.1093
S_5958,11,39,0.0671
S_5959,16,100,0.0165
S_5960,17,91,0.0246
S_5961,18,86,0.0393
S_5962,14,119,0.0632
S_5963,13,31,0.0402
S_5964,18,88,0.054
S_5965,11,66,0.0057
S_5966,16,37,0.0658
S_5967,10,19,0.0804
S_5968,18,107,0.0965
S_5969,14,71,0.1132
S_5970,18,98,0.087
S_5971,16,65,0.0485
S_5972,11,26,0.0022
S_5973,19,40,0.015
S_5974,19,45,0.0909
S_5975,17,116,0.0517
S_5976,12,0,0.0831
S_5977,14,118,0.0227
S_5978,15,117,0.0338
S_5979,12,119,0.0553
S_5980,20,57,0.0352
S_5981,15,115,0.0043
S_5982,6,47,0.0231
S_5983,16,3,0.0416
S_5984,13,26,0.0877
S_5985,14,113,0.0356
S_5986,13,1,0.0603
S_5987,17,65,0.0605
S_5988,18,9,0.0114
S_5989,15,34,0.0794
S_5990,13,10,0.0514
S_5991,14,103,0.124
S_5992,15,70,0.1009
S_5993,12,108,0.1084
S_5994,16,82,0.0822
S_5995,16,116,0.0441
S_5996,19,61,0.0222
S_5997,18,76,0.021
S_5998,12,69,0.0296
S_5999,17,58,0.0309
S_6000,12,101,0.0173
S_6001,17,77,0.0344
S_6002,13,96,0.0753
S_6003,11,94,0.0893
S_6004,15,22,0.0606
S_6005,6,78,0.077
S_6006,9,23,0.0184
S_6007,14,69,0.0606
